title,doi,loadDate,openAccess,firstPage,lastPage,pii,publicationDate,sourceTitle,uri,authors,File Attachments
Impact of metal precursor and molar ratios on adsorption and separation of CO2 and CH4 by SOD-ZIF-67 prepared using green solvent-free synthesis,10.1016/j.fuel.2024.132840,2024-08-30T00:00:00.000Z,False,132840,132840,S0016236124019896,2024-12-15,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236124019896?dgcid=api_sd_search-api-endpoint,"Nadhem Missaoui, Amani Chrouda, Jarosław Serafin",10_1016_j_fuel_2024_132840_full_text.md
Proton-conductive properties of a stable three-dimensional aluminum(III)-organic framework constructed by porphyrinlcarboxylate,10.1016/j.jssc.2024.124986,2024-08-30T00:00:00.000Z,False,124986,124986,S0022459624004407,2024-11-30,Journal of Solid State Chemistry,https://www.sciencedirect.com/science/article/pii/S0022459624004407?dgcid=api_sd_search-api-endpoint,"Rui-Lan Liu, Qi Zhuang, Dan-Yang Wang",10_1016_j_jssc_2024_124986_full_text.md
Enhanced CO2 adsorption onto in situ ligand-impregnated mixed metal MOFs,10.1016/j.colsurfa.2024.135179,2024-08-30T00:00:00.000Z,False,135179,135179,S0927775724020430,2024-11-20,Colloids and Surfaces A: Physicochemical and Engineering Aspects,https://www.sciencedirect.com/science/article/pii/S0927775724020430?dgcid=api_sd_search-api-endpoint,"Zhang Yongjia, Md. Amirul Islam, Bidyut Baran Saha",10_1016_j_colsurfa_2024_135179_full_text.md
"A critical review on 3D-printed adsorbents, membranes, and catalysts for carbon dioxide capture, separation, and conversion",10.1016/j.jclepro.2024.143522,2024-08-30T00:00:00.000Z,False,143522,143522,S0959652624029718,2024-09-25,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652624029718?dgcid=api_sd_search-api-endpoint,"Kedar Bharat Jivrakh, Suresh Kuppireddy, Georgios N. Karanikolos",10_1016_j_jclepro_2024_143522_full_text.md
The effect of adsorbent shaping on the equilibrium and kinetic CO2 adsorption properties of ZIF-8,10.1016/j.micromeso.2024.113303,2024-08-30T00:00:00.000Z,True,113303,113303,S1387181124003251,2024-12-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181124003251?dgcid=api_sd_search-api-endpoint,"Marek Nedoma, Hassan Azzan, Camille Petit",10_1016_j_micromeso_2024_113303_full_text.md
A review on the advancements in covalent organic frameworks for photocatalytic reduction of carbon dioxide,10.1016/j.ccr.2024.216167,2024-08-29T00:00:00.000Z,True,216167,216167,S0010854524005137,2024-12-15,Coordination Chemistry Reviews,https://www.sciencedirect.com/science/article/pii/S0010854524005137?dgcid=api_sd_search-api-endpoint,"Chien Ing Yeo, Yee Seng Tan, Mohammad Khalid",10_1016_j_ccr_2024_216167_full_text.md
Module-based machine learning models using sigma profiles of organic linkers to predict gaseous adsorption in metal-organic frameworks,10.1016/j.jtice.2024.105728,2024-08-29T00:00:00.000Z,False,105728,105728,S1876107024003869,2024-12-31,Journal of the Taiwan Institute of Chemical Engineers,https://www.sciencedirect.com/science/article/pii/S1876107024003869?dgcid=api_sd_search-api-endpoint,"Ya-Hung Cheng, I-Ting Sung, Li-Chiang Lin",10_1016_j_jtice_2024_105728_full_text.md
Preparation of isoreticular MIL-101(Cr) based on pre- and post-synthetic strategy and study for carbon dioxide capture,10.1016/j.molstruc.2024.139802,2024-08-26T00:00:00.000Z,False,139802,139802,S0022286024023111,2025-02-05,Journal of Molecular Structure,https://www.sciencedirect.com/science/article/pii/S0022286024023111?dgcid=api_sd_search-api-endpoint,"Fu-Gui Xi, Zhi-Yun Dong, Yong-Sheng Qiao",10_1016_j_molstruc_2024_139802_full_text.md
Abstracts,10.1016/j.fueleneab.2024.08.002,2024-08-23T00:00:00.000Z,False,506,608,S0140670124000262,2024-09-30,Fuel and Energy Abstracts,https://www.sciencedirect.com/science/article/pii/S0140670124000262?dgcid=api_sd_search-api-endpoint,,10_1016_j_fueleneab_2024_08_002_full_text.md
Design of blend-amine solid adsorbents for CO2 capture: Enhances adsorption- equilibrium cycle strategies and mechanism,10.1016/j.cej.2024.155142,2024-08-23T00:00:00.000Z,False,155142,155142,S1385894724066336,2024-10-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724066336?dgcid=api_sd_search-api-endpoint,"Huangyu Yan, Jun Liu, Guojie Zhang",10_1016_j_cej_2024_155142_full_text.md
Study of KOH-activated hydrochar for CO2 adsorption,10.1016/j.jiec.2024.08.026,2024-08-19T00:00:00.000Z,False,240,251,S1226086X24005458,2025-03-25,Journal of Industrial and Engineering Chemistry,https://www.sciencedirect.com/science/article/pii/S1226086X24005458?dgcid=api_sd_search-api-endpoint,"Milad Ja Lilian, Rabin Bissessur, Yulin Hu",10_1016_j_jiec_2024_08_026_full_text.md
Hierarchical porous MOF-199 mediated cellulosic paper for selective CO2 capture,10.1016/j.ijbiomac.2024.134767,2024-08-14T00:00:00.000Z,False,134767,134767,S0141813024055727,2024-10-31,International Journal of Biological Macromolecules,https://www.sciencedirect.com/science/article/pii/S0141813024055727?dgcid=api_sd_search-api-endpoint,"Dandan Hao, Ping Wang, Bo Fu",10_1016_j_ijbiomac_2024_134767_full_text.md
Advancements in metal-organic framework based nanocomposite supercapacitor electrode materials: A comprehensive overview of recent progress,10.1016/j.jallcom.2024.176007,2024-08-14T00:00:00.000Z,False,176007,176007,S0925838824025945,2024-11-15,Journal of Alloys and Compounds,https://www.sciencedirect.com/science/article/pii/S0925838824025945?dgcid=api_sd_search-api-endpoint,"Mohammad Naved Khan, Changyoon Jeong",10_1016_j_jallcom_2024_176007_full_text.md
3D-printed zeolite 13X gyroid monolith adsorbents for CO2 capture,10.1016/j.cej.2024.154674,2024-08-14T00:00:00.000Z,False,154674,154674,S1385894724061655,2024-10-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724061655?dgcid=api_sd_search-api-endpoint,"Kedar Bharat Jivrakh, Anish Mathai Varghese, Georgios N. Karanikolos",10_1016_j_cej_2024_154674_full_text.md
Facile synthesis of inherently nitrogen-doped PAN-derived microporous carbons activated with NaNH2 for selective CO2 adsorption and separation,10.1016/j.cej.2024.154704,2024-08-14T00:00:00.000Z,False,154704,154704,S1385894724061953,2024-10-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724061953?dgcid=api_sd_search-api-endpoint,"Ghazanfar Nazir, Adeela Rehman, Kwang Heo",10_1016_j_cej_2024_154704_full_text.md
Investigations and optimization of CO2 capture using a new composite of montmorillonite and choline-chloride-urea in a continuous fixed bed; breakthrough and RSM modeling,10.1016/j.cscee.2024.100895,2024-08-10T00:00:00.000Z,True,100895,100895,S2666016424002895,2024-12-31,Case Studies in Chemical and Environmental Engineering,https://www.sciencedirect.com/science/article/pii/S2666016424002895?dgcid=api_sd_search-api-endpoint,"Aminreza Ansari, Shahrokh Shahhosseini",10_1016_j_cscee_2024_100895_full_text.md
Efficient capture of CO2 from flue gas and biogas by moisture-stable adenine-based ultramicroporous metal-organic framework,10.1016/j.jece.2024.113796,2024-08-08T00:00:00.000Z,False,113796,113796,S2213343724019262,2024-10-31,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343724019262?dgcid=api_sd_search-api-endpoint,"Fang Shen, Jinyu Wu, Kungang Chai",10_1016_j_jece_2024_113796_full_text.md
Study of natural zeolites for hydrogen purification: CO2 adsorption capacity and kinetic mechanism,10.1016/j.fuel.2024.132732,2024-08-07T00:00:00.000Z,False,132732,132732,S0016236124018817,2024-11-15,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236124018817?dgcid=api_sd_search-api-endpoint,"Rocio Maceiras, Jorge Feijoo, Pablo Falcon",10_1016_j_fuel_2024_132732_full_text.md
Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,10.1016/j.carbon.2024.119530,2024-08-05T00:00:00.000Z,False,119530,119530,S0008622324007498,2024-10-31,Carbon,https://www.sciencedirect.com/science/article/pii/S0008622324007498?dgcid=api_sd_search-api-endpoint,"Jialiang Dong, Ruikun Wang, Xuao Lu",10_1016_j_carbon_2024_119530_full_text.md
Engineering CALF-20/graphene oxide nanocomposites for enhancing CO2/N2 capture performance,10.1016/j.psep.2024.08.005,2024-08-05T00:00:00.000Z,False,1481,1493,S0957582024009753,2024-10-31,Process Safety and Environmental Protection,https://www.sciencedirect.com/science/article/pii/S0957582024009753?dgcid=api_sd_search-api-endpoint,"Mina Sedighi, Mohammad Javad Azarhoosh, Nader Noroozi Pesyan",10_1016_j_psep_2024_08_005_full_text.md
Surface area and porosity analysis in nanoporous carbons by atomistic pore domain model,10.1016/j.carbon.2024.119510,2024-08-03T00:00:00.000Z,True,119510,119510,S0008622324007292,2024-10-31,Carbon,https://www.sciencedirect.com/science/article/pii/S0008622324007292?dgcid=api_sd_search-api-endpoint,"Piotr Kowalczyk, Sylwester Furmaniak, Alexander V. Neimark",10_1016_j_carbon_2024_119510_full_text.md
Facilely incorporating aliphatic amines into a hydroxyl-containing robust metal-organic framework for enhancing CO2 adsorption,10.1016/j.matchemphys.2024.129819,2024-08-03T00:00:00.000Z,False,129819,129819,S0254058424009477,2024-10-15,Materials Chemistry and Physics,https://www.sciencedirect.com/science/article/pii/S0254058424009477?dgcid=api_sd_search-api-endpoint,"Ke Cheng, Yunrong Sun, Pei-Zhou Li",10_1016_j_matchemphys_2024_129819_full_text.md
Synthesis of eco-friendly polyaniline-zeolite nanocomposite for pollutant remediation: Empowered by robust machine learning algorithm,10.1016/j.jclepro.2024.143339,2024-08-03T00:00:00.000Z,False,143339,143339,S0959652624027884,2024-09-10,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652624027884?dgcid=api_sd_search-api-endpoint,"Megha Parmar, Vipin Shukla, Syed Shahabuddin",10_1016_j_jclepro_2024_143339_full_text.md
"Comparison of the kinetic of carbon dioxide adsorption in materials containing calcium, zirconium, and tin",10.1016/j.cjche.2024.03.035,2024-08-03T00:00:00.000Z,False,259,271,S1004954124002519,2024-10-31,Chinese Journal of Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S1004954124002519?dgcid=api_sd_search-api-endpoint,"Hanie Abbaslou, Bahador Abolpour, Rahim Shamsoddini",10_1016_j_cjche_2024_03_035_full_text.md
Hierarchically porous carbon foams coated with carbon nitride: Insights into adsorbents for pre-combustion and post-combustion CO2 separation,10.1016/j.seppur.2024.129054,2024-08-03T00:00:00.000Z,False,129054,129054,S138358662402793X,2025-02-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S138358662402793X?dgcid=api_sd_search-api-endpoint,"Maryna Vorokhta, Muhammad Irfan Maulana Kusdhany, Stephen Matthew Lyth",10_1016_j_seppur_2024_129054_full_text.md
Advances and challenges in covalent organic frameworks as an emerging class of materials for energy and environmental concerns,10.1016/j.ccr.2024.216121,2024-08-02T00:00:00.000Z,False,216121,216121,S0010854524004673,2024-11-15,Coordination Chemistry Reviews,https://www.sciencedirect.com/science/article/pii/S0010854524004673?dgcid=api_sd_search-api-endpoint,"Daniel Nframah Ampong, Elijah Effah, Ram K. Gupta",10_1016_j_ccr_2024_216121_full_text.md
High-performance photocatalytic reduction of CO2 to CO by defective g-C3N4/CeO2 under sacrificial agent-free conditions,10.1016/j.jre.2024.07.031,2024-08-02T00:00:00.000Z,False,,,S1002072124002679,2024-08-02,Journal of Rare Earths,https://www.sciencedirect.com/science/article/pii/S1002072124002679?dgcid=api_sd_search-api-endpoint,"Jun Cai, Hua Wang, Kongzhai Li",10_1016_j_jre_2024_07_031_full_text.md
Hydrophobic and hydrophilic functional groups and their impact on physical adsorption of CO2 in presence of H2O: A critical review,10.1016/j.jcou.2024.102908,2024-08-17T00:00:00.000Z,True,102908,102908,S2212982024002439,2024-08-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982024002439?dgcid=api_sd_search-api-endpoint,"Mikhail Gorbounov, Paul Halloran, Salman Masoudi Soltani",10_1016_j_jcou_2024_102908_full_text.md
Solid residues after gasification of agricultural residues as scalable and economical CO2 adsorption materials,10.1016/j.bamboo.2024.100105,2024-08-12T00:00:00.000Z,True,100105,100105,S2773139124000508,2024-08-31,Advances in Bamboo Science,https://www.sciencedirect.com/science/article/pii/S2773139124000508?dgcid=api_sd_search-api-endpoint,Hong Nam Nguyen,10_1016_j_bamboo_2024_100105_full_text.md
Estimation and error analysis of breakthrough curves for CO2 adsorption in packed-bed columns using polyethyleneimine-modified NaY zeolite under ambient conditions by single-component adsorption models,10.1016/j.jtice.2024.105681,2024-07-31T00:00:00.000Z,False,105681,105681,S1876107024003390,2024-11-30,Journal of the Taiwan Institute of Chemical Engineers,https://www.sciencedirect.com/science/article/pii/S1876107024003390?dgcid=api_sd_search-api-endpoint,"Nguyen The Duc Hanh, Kuei-Hsiang Chen, Yu-Kaung Chang",10_1016_j_jtice_2024_105681_full_text.md
Joint experimental-computational: Revealing the role of sodium poly(heptazineimide) in the selective separation of CO2 in PEBAX-based mixed matrix membranes,10.1016/j.seppur.2024.128966,2024-07-30T00:00:00.000Z,False,128966,128966,S1383586624027059,2025-02-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624027059?dgcid=api_sd_search-api-endpoint,"Xiangwei Li, Junjian Yu, Zhe Wang",10_1016_j_seppur_2024_128966_full_text.md
Acidic surface chemical modification of biomass combustion ash-derived activated carbon for CO2 adsorption,10.1016/j.nxmate.2024.100321,2024-07-30T00:00:00.000Z,True,100321,100321,S2949822824002181,2025-01-31,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822824002181?dgcid=api_sd_search-api-endpoint,"Mikhail Gorbounov, Ludivine Hecquet-Perrot, Salman Masoudi Soltani",10_1016_j_nxmate_2024_100321_full_text.md
Promoted stability of Cu/ZnO/Al2O3 catalysts formethanol production from CO2 hydrogenation by La modification,10.1016/S1872-5813(24)60438-X,2024-07-26T00:00:00.000Z,False,1095,1102,S187258132460438X,2024-08-31,Journal of Fuel Chemistry and Technology,https://www.sciencedirect.com/science/article/pii/S187258132460438X?dgcid=api_sd_search-api-endpoint,"Mengmeng NIU, Yanan JIANG, Yuan LIU",10_1016_S1872-5813_24_60438-X_full_text.md
In-situ polymerized polyethyleneimine on porous polystyrene resin for highly efficient adsorption of CO2,10.1016/j.jece.2024.113652,2024-07-24T00:00:00.000Z,False,113652,113652,S2213343724017822,2024-10-31,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343724017822?dgcid=api_sd_search-api-endpoint,"Qiaoqiao Teng, Meiling Wang, Ninghong Jia",10_1016_j_jece_2024_113652_full_text.md
"Efficient CO2 removal enabled by N, S co-doped hierarchical porous carbon derived from sustainable lignin",10.1016/j.indcrop.2024.119183,2024-07-23T00:00:00.000Z,False,119183,119183,S0926669024011609,2024-11-15,Industrial Crops and Products,https://www.sciencedirect.com/science/article/pii/S0926669024011609?dgcid=api_sd_search-api-endpoint,"Yun Bai, Yibao Li, Shuang Liu",10_1016_j_indcrop_2024_119183_full_text.md
Computational prediction of MOFs with the potential to improve the efficiency of industrial CO2 capture,10.1016/j.seppur.2024.128927,2024-07-22T00:00:00.000Z,True,128927,128927,S1383586624026662,2025-02-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624026662?dgcid=api_sd_search-api-endpoint,"Hong Xu, Liberty L. Mguni, Xinying Liu",10_1016_j_seppur_2024_128927_full_text.md
"Constructing local nanomolecular trap in a scalable, low-cost, and ultramicroporous metal–organic framework for efficient capture of greenhouse gases SF6 and CO2",10.1016/j.cej.2024.154026,2024-07-20T00:00:00.000Z,False,154026,154026,S1385894724055153,2024-09-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724055153?dgcid=api_sd_search-api-endpoint,"Shi-Ming Li, Qiang Zhang, Tong-Liang Hu",10_1016_j_cej_2024_154026_full_text.md
Recent advances in amine-functionalized silica adsorbents for CO2 capture,10.1016/j.rser.2024.114724,2024-07-18T00:00:00.000Z,False,114724,114724,S1364032124004507,2024-10-31,Renewable and Sustainable Energy Reviews,https://www.sciencedirect.com/science/article/pii/S1364032124004507?dgcid=api_sd_search-api-endpoint,"Junya Wang, Xinglu Feng, Xueyi Mei",10_1016_j_rser_2024_114724_full_text.md
The influence of different functional groups on enhancing CO2 capture in metal-organic framework adsorbents,10.1016/j.jtice.2024.105638,2024-07-16T00:00:00.000Z,False,105638,105638,S1876107024002967,2024-10-31,Journal of the Taiwan Institute of Chemical Engineers,https://www.sciencedirect.com/science/article/pii/S1876107024002967?dgcid=api_sd_search-api-endpoint,"Bita Soleimani, Mahdi Niknam Shahrak, Krista S. Walton",10_1016_j_jtice_2024_105638_full_text.md
"Effective synthesis route of renewable activated biocarbons adsorbent for high CO2, CH4, H2, N2, C2H4 gas storage and CO2/N2, CO2/CH4, CO2/H2, C2H4/CH4 selectivity",10.1016/j.fuel.2024.132462,2024-07-15T00:00:00.000Z,True,132462,132462,S0016236124016107,2024-10-15,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236124016107?dgcid=api_sd_search-api-endpoint,"Jarosław Serafin, Bartosz Dziejarski, Juan Carlos Moreno-Piraján",10_1016_j_fuel_2024_132462_full_text.md
Investigation of mass transport characteristics of CO2 adsorption onto activated carbon: An experimental and numerical study,10.1016/j.icheatmasstransfer.2024.107779,2024-07-15T00:00:00.000Z,False,107779,107779,S0735193324005414,2024-09-30,International Communications in Heat and Mass Transfer,https://www.sciencedirect.com/science/article/pii/S0735193324005414?dgcid=api_sd_search-api-endpoint,"Bakytzhan Assilbekov, Animesh Pal, Bidyut Baran Saha",10_1016_j_icheatmasstransfer_2024_107779_full_text.md
CO2 adsorption on polymeric amine-functionalized adsorbents by computational intelligence method,10.1016/j.jtice.2024.105647,2024-07-15T00:00:00.000Z,False,105647,105647,S1876107024003055,2024-10-31,Journal of the Taiwan Institute of Chemical Engineers,https://www.sciencedirect.com/science/article/pii/S1876107024003055?dgcid=api_sd_search-api-endpoint,"Ahmad A. Adewunmi, Omisanya I. Mayowa, Tawfik A. Saleh",10_1016_j_jtice_2024_105647_full_text.md
Structure-performance relationships in MOF-derived electrocatalysts for CO2 reduction,10.1016/j.pecs.2024.101175,2024-07-08T00:00:00.000Z,False,101175,101175,S0360128524000339,2024-09-30,Progress in Energy and Combustion Science,https://www.sciencedirect.com/science/article/pii/S0360128524000339?dgcid=api_sd_search-api-endpoint,"Ziman Chen, Yuman Guo, Yongqin Lv",10_1016_j_pecs_2024_101175_full_text.md
A robust triphenylamine-based monolithic polymer network for selective sieving of CO2 and PM from flue gas,10.1016/j.scitotenv.2024.174463,2024-07-02T00:00:00.000Z,False,174463,174463,S0048969724046114,2024-10-10,Science of The Total Environment,https://www.sciencedirect.com/science/article/pii/S0048969724046114?dgcid=api_sd_search-api-endpoint,"Yang Lei, Shaozhen Wang, Li Zhao",10_1016_j_scitotenv_2024_174463_full_text.md
Investigation of synergistic effects using alkanolamines on post-synthetic modification of metal-organic framework and CO2 adsorption capacity,10.1016/j.micromeso.2024.113242,2024-07-02T00:00:00.000Z,False,113242,113242,S1387181124002646,2024-10-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181124002646?dgcid=api_sd_search-api-endpoint,"Maryam Lalehchini, Ali Mohajeri, Morteza Rezapour",10_1016_j_micromeso_2024_113242_full_text.md
Contents,10.1016/S0263-8762(24)00385-X,2024-07-09T00:00:00.000Z,False,i,iv,S026387622400385X,2024-07-31,Chemical Engineering Research and Design,https://www.sciencedirect.com/science/article/pii/S026387622400385X?dgcid=api_sd_search-api-endpoint,,10_1016_S0263-8762_24_00385-X_full_text.md
Enhancing CO2 adsorption capacity and selectivity of UiO-67 through external ligand modification,10.1016/j.seppur.2024.128651,2024-07-01T00:00:00.000Z,False,128651,128651,S1383586624023906,2025-02-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624023906?dgcid=api_sd_search-api-endpoint,"Boyan Wang, Jing Zeng, Hanbing He",10_1016_j_seppur_2024_128651_full_text.md
"Morphology, functional groups, and CO2 adsorption performance of Cu2(OH)PO4: Effects of synthesis conditions",10.1016/j.jcou.2024.102882,2024-07-21T00:00:00.000Z,True,102882,102882,S2212982024002178,2024-07-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982024002178?dgcid=api_sd_search-api-endpoint,"Deqiang Zhao, Qiuhong Li, Bojie Yuan",10_1016_j_jcou_2024_102882_full_text.md
Preparation and characterization of UiO-66-(OH)2/MWCNTs composites for CO2/N2 adsorption separation,10.1016/j.fuel.2024.132292,2024-06-30T00:00:00.000Z,False,132292,132292,S0016236124014406,2024-10-01,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236124014406?dgcid=api_sd_search-api-endpoint,"Chunhe Wen, Zelin Qiu, Limei Zhong",10_1016_j_fuel_2024_132292_full_text.md
MOFs-derived S-scheme ZnO/BiOBr heterojunction with rich oxygen vacancy for boosting photocatalytic CO2 reduction,10.1016/j.seppur.2024.128620,2024-06-30T00:00:00.000Z,False,128620,128620,S1383586624023591,2025-01-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624023591?dgcid=api_sd_search-api-endpoint,"Mengting Shen, Xiaoya Zhu, Song Xu",10_1016_j_seppur_2024_128620_full_text.md
Lignin-derived porous carbons for efficient CO2 adsorption,10.1016/j.ccst.2024.100233,2024-06-27T00:00:00.000Z,True,100233,100233,S2772656824000459,2024-12-31,Carbon Capture Science & Technology,https://www.sciencedirect.com/science/article/pii/S2772656824000459?dgcid=api_sd_search-api-endpoint,"Jing Zhao, Wenjie Zhang, Zhanghong Wang",10_1016_j_ccst_2024_100233_full_text.md
Recent advances in hydrogen production using metal organic frameworks and their composites,10.1016/j.ijhydene.2024.06.126,2024-06-26T00:00:00.000Z,False,303,324,S0360319924023255,2024-08-12,International Journal of Hydrogen Energy,https://www.sciencedirect.com/science/article/pii/S0360319924023255?dgcid=api_sd_search-api-endpoint,"Anjali Gupta, Nidhi Puri",10_1016_j_ijhydene_2024_06_126_full_text.md
Enhanced carbon dioxide adsorption performance of UiO-66-SO3H with a mixed ligand strategy,10.1016/j.jece.2024.113404,2024-06-24T00:00:00.000Z,False,113404,113404,S2213343724015343,2024-10-31,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343724015343?dgcid=api_sd_search-api-endpoint,"S. R. D. Raveendran, L. P. Teh, C. H. Chia",10_1016_j_jece_2024_113404_full_text.md
Simultaneous effect of thermal and chemical activation on novel argan pulp-derived activated carbon for high-performance supercapacitors,10.1016/j.jelechem.2024.118462,2024-06-23T00:00:00.000Z,False,118462,118462,S1572665724004405,2024-08-15,Journal of Electroanalytical Chemistry,https://www.sciencedirect.com/science/article/pii/S1572665724004405?dgcid=api_sd_search-api-endpoint,"Hajar El Ouahabi, Mohammed Ouzzine, Mohamed Khaddor",10_1016_j_jelechem_2024_118462_full_text.md
Mild modification of sponge-like carbon: Ammonia post-treatment for enhanced CO2 adsorption and suitability for supercapacitors,10.1016/j.seppur.2024.128525,2024-06-22T00:00:00.000Z,False,128525,128525,S1383586624022640,2025-01-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624022640?dgcid=api_sd_search-api-endpoint,"Chenlei Wu, Jun Liu, Guojie Zhang",10_1016_j_seppur_2024_128525_full_text.md
Tuning redox activity in metal–organic frameworks: From structure to application,10.1016/j.ccr.2024.216004,2024-06-21T00:00:00.000Z,False,216004,216004,S0010854524003503,2024-10-15,Coordination Chemistry Reviews,https://www.sciencedirect.com/science/article/pii/S0010854524003503?dgcid=api_sd_search-api-endpoint,"Sayed Ali Akbar Razavi, Wenmiao Chen, Ali Morsali",10_1016_j_ccr_2024_216004_full_text.md
Bimetallic metal-organic framework aerogels supported by aramid nanofibers for efficient CO2 capture,10.1016/j.jcis.2024.06.125,2024-06-19T00:00:00.000Z,False,537,546,S0021979724013766,2024-11-15,Journal of Colloid and Interface Science,https://www.sciencedirect.com/science/article/pii/S0021979724013766?dgcid=api_sd_search-api-endpoint,"Huijuan Zhao, Liheng Zhang, Guodong Zhao",10_1016_j_jcis_2024_06_125_full_text.md
Evaluation of methane adsorption isotherms at ambient temperature on carbon materials from NLDFT pore size analysis derived from standard N2 and CO2 adsorption isotherms,10.1016/j.cherd.2024.06.021,2024-06-15T00:00:00.000Z,False,320,330,S0263876224003514,2024-07-31,Chemical Engineering Research and Design,https://www.sciencedirect.com/science/article/pii/S0263876224003514?dgcid=api_sd_search-api-endpoint,"Mieczysław Bałys, Ewelina Brodawka, Jacek Jagiello",10_1016_j_cherd_2024_06_021_full_text.md
"Developing a low-carbon, scalable strategy for the conversion of spent batteries into metal-organic framework-74 for CO2 capture",10.1016/j.resconrec.2024.107707,2024-06-14T00:00:00.000Z,False,107707,107707,S092134492400301X,2024-10-31,"Resources, Conservation and Recycling",https://www.sciencedirect.com/science/article/pii/S092134492400301X?dgcid=api_sd_search-api-endpoint,"Shengshou Ma, Jiacheng Min, Kaimin Shih",10_1016_j_resconrec_2024_107707_full_text.md
Unveiling the power of defect engineering in MOF-808 to enhance efficient carbon dioxide adsorption and separation by harnessing the potential of DFT analysis,10.1016/j.cej.2024.153049,2024-06-12T00:00:00.000Z,False,153049,153049,S1385894724045376,2024-08-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724045376?dgcid=api_sd_search-api-endpoint,"Amir Kazemi, Mahyar Ashourzadeh Pordsari, William A. Goddard",10_1016_j_cej_2024_153049_full_text.md
Selective CO2 adsorption over a Zr-based metal–organic framework functionalized with tris(2-aminoethyl)amine,10.1016/j.cej.2024.153072,2024-06-12T00:00:00.000Z,False,153072,153072,S1385894724045601,2024-08-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894724045601?dgcid=api_sd_search-api-endpoint,"Ha Young Nam, Gyudong Lee, Sung Hwa Jhung",10_1016_j_cej_2024_153072_full_text.md
Plasma-mediated F-doped activated carbon embedded with N and S atoms for the effective removal of CO2 gas,10.1016/j.jiec.2024.06.015,2024-06-11T00:00:00.000Z,False,567,576,S1226086X24004039,2024-12-25,Journal of Industrial and Engineering Chemistry,https://www.sciencedirect.com/science/article/pii/S1226086X24004039?dgcid=api_sd_search-api-endpoint,"Chaehun Lim, Seo Gyeong Jeong, Young-Seak Lee",10_1016_j_jiec_2024_06_015_full_text.md
Competitive transport and adsorption of CO2/H2O in the graphene nano-slit pore: A molecular dynamics simulation study,10.1016/j.seppur.2024.128394,2024-06-11T00:00:00.000Z,False,128394,128394,S1383586624021336,2025-01-19,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586624021336?dgcid=api_sd_search-api-endpoint,"Weitao Fan, Qi Xin, Xiang Gao",10_1016_j_seppur_2024_128394_full_text.md
Probing the capability of the MOF-74(Ni)@GrO composite for CO2 adsorption and CO2/N2 separation: A combination of experimental and molecular dynamic simulation studies,10.1016/j.fuel.2024.131837,2024-06-10T00:00:00.000Z,False,131837,131837,S0016236124009852,2024-09-15,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236124009852?dgcid=api_sd_search-api-endpoint,"Taravat Ghanbari, Muhamad Fazly Abdul Patah, Wan Mohd Ashri Wan Daud",10_1016_j_fuel_2024_131837_full_text.md
